nikkud,transliteration,word
פְּרָס,pras,פרס
פְּרַס,pras,פרס
אוֹסְקָר,oskar,אוסקר
פַרְסָה,farsa,פרסה
פַּרְסָה,parsa,פרסה
פַּרְסָה,parsa,פרסה
פֶּרְסוֹנִיפִיקַצְיָה,personifikatsya,פרסוניפיקציה
פֶּרְסוֹנָלִיזַצְיָה,personalizatsya,פרסונליזציה
פָּרְסִי,parsi,פרסי
פַּרְסִית,parsit,פרסית
פִּרְסֹמֶת,pirsomet,פרסמת
פֶּרְסְפֶּקְטִיבָה,perspektiva,פרספקטיבה
פֶּרְפוּזְיָה,perfuzia,פרפוזיה
פֶּרְפֶקְצְיוֹנִיזְם,perfektsionizem,פרפקציוניזם
פַּרְפָּר,parpar,פרפר
פָּרַפְרָזָה,parafraza,פרפרזה
פַּרְפֶּרֶת,parperet,פרפרת
פַּרְצוּף,partzuf,פרצוף
פַּרְצוּף,partsuf,פרצוף
אֵיכָה,echa,איכה
פַּרְצוּף,partsuf,פרצוף
תִּשְׁעָה,tishaa,תשעה
בְּאָב,beav,באב
פַּרְצוּפוֹן,partsofon,פרצופון
פַּרְצָן,partsan,פרצן
פַּרְק,park,פרק
פֶּרֶק,perek,פרק
פְרָק,frak,פרק
פַּרְק,park,פרק
תַּעֲשִׂיָּה,ta'asiyah,תעשיה
פְּרַקְלִיט,praklit,פרקליט
פְּרַקְלִיטוּת,praklitut,פרקליטות
פְּרֵקַמְבְּרִיּוֹן,prekambriyon,פרקמבריון
פֶּרֶשׁ,peresh,פרש
פָּרָשׁ,parash,פרש
פָּרָשָׁה,parasha,פרשה
פַּרְשָׁנוּת,parshanut,פרשנות
פָּרָשַׁת,parashat,פרשת
דְּרָכִים,drakhim,דרכים
פָּרָשַׁת,parashat,פרשת
הַשָּׁבוּעַ,hashavua,השבוע
פָּרַת,parat,פרת
מֹשֶׁה,moshe,משה
רַבֵּנוּ,rabenu,רבנו
פָּשָׂה,pasa,פשה
פָּשׁוּט,pashut,פשוט
פְּשָׁט,p'shat,פשט
פָּשַׁט,pashat,פשט
אֶת,et,את
הָרֶגֶל,haregel,הרגל
פַּשְׁטוּת,pashtut,פשטות
פַּשְׁטִידָה,pashtida,פשטידה
פַּשְׁטָנוּת,pashtanut,פשטנות
פַשִׁיזְם,fashizem,פשיזם
פְּשִׁיטַת,pshitat,פשיטת
רֶגֶל,regel,רגל
פְּשִׁיעָה,pshiah,פשיעה
פַשְׁלָה,fashla,פשלה
פֶּשַׁע,pesha',פשע
פֶּשַׁע,pesha,פשע
מְאֻרְגָּן,meurgan,מארגן
פִּשְׁפֵּשׁ,pishpesh,פשפש
פִּשְׁפָּשׁ,pishpash,פשפש
פִּשְׁתָּן,pishtan,פשתן
פִּשְׁתָנִי,pishtani,פשתני
פֹּת,pot,פת
פַּת,pat,פת
פִּתְאֹם,pit'om,פתאם
פִּתְגָם,pitgam,פתגם
פִּתָּה,pita,פתה
פִּתּוּחַ,pitu'ah,פתוח
פָּתוֹלוֹגִי,patologi,פתולוגי
פָּתוֹלוֹגְיָה,patologya,פתולוגיה
פֶּתַח,petakh,פתח
פַּתָּח,patakh,פתח
פִּתְחָה,pitkha,פתחה
פָּתֵטִי,pateti,פתטי
פֶּתִי,pety,פתי
פִּתִּיָּה,pityia,פתיה
פִּתָּיוֹן,pitayon,פתיון
פְּתִיל,ptil,פתיל
פְּתִילָה,ptila,פתילה
פְּתִילִיָּה,ptiliyah,פתיליה
פְּתִיתוֹן,ptiton,פתיתון
פְּתֵכָה,ptekha,פתכה
פֶּתַע,peta,פתע
פִּתְפּוּתֵי,pitputei,פתפותי
בֵּיצִים,beitsim,ביצים
פִּתְרוֹן,pitron,פתרון
צַ'בַּאטה,chabata,צ'באטה
צ'וּפָּר,tshupar,צ'ופר
צִ'יזְבָּט,chizbat,צ'יזבט
צִ'יט,tshit,צ'יט
צִ'ילִי,tshili,צ'ילי
צִ'ינְצִ'ילָה,shinshila,צ'ינצ'ילה
צִ'יפּ,chip,צ'יפ
צִ'יפְּס,chips,צ'יפס
צִ'יפְרֶחָה,chifrekha,צ'יפרחה
צֶ'כִית,chekhit,צ'כית
צֶ'לוֹ,chello,צ'לו
צֶ'מְבָּלוֹ,chembalo,צ'מבלו
צֵ'ק,tshek,צ'ק
צֵאָה,tzea,צאה
צֹאן,tzon,צאן
צֶאֱצָא,tse'etsa,צאצא
צָב,tsav,צב
צַב,tsav,צב
יָם,yam,ים
צָבָא,tsava,צבא
צְבָאִי,tsvai,צבאי
צָבוֹעַ,tzavoa',צבוע
צָבוּעַ,tzavua',צבוע
צִבּוּר,tsibur,צבור
צִבּוּרִי,tsiburi,צבורי
צְבִי,tsvi,צבי
צְבִי,tsvi,צבי
צְבִיעוּת,tsvi'ut,צביעות
צַבָּע,tsaba,צבע
צֶבַע,tseva,צבע
צֶבַע,tseva,צבע
יְסוֹד,yesod,יסוד
צֶבַע,tseva,צבע
נוֹגֵד,noged,נוגד
צִמְדָּה,tsimdah,צמדה
צִבְעוֹנִי,tsivoni,צבעוני
צִבְעוֹנִי,tsivoni,צבעוני
צִבְעָן,tsiv'an,צבען
צֹבֶר,tsover,צבר
צֶבֶת,tsevet,צבת
צְבָת,tsvat,צבת
צָג,tsag,צג
צַד,tsad,צד
צַדִּיק,tzadik,צדיק
צַדִּיק,tsadik,צדיק
בִּסְדוֹם,bisdom,בסדום
צֶדַע,tseda,צדע
צֶדֶף,tsedef,צדף
צֶדֶק,tsedek,צדק
צֶדֶק,tsedek,צדק
צֶדֶק,tsedek,צדק
חֶבְרָתִי,khevrati,חברתי
צְדָקָה,tzdaka,צדקה
צַדְקָן,tsadkan,צדקן
צַדְקָנוּת,tsadkanut,צדקנות
צַדֶּקֶת,tsadeket,צדקת
צַדְרָה,tsadrah,צדרה
צָהֹב,tsahov,צהב
צְהַבְהַב,tsahavhav,צהבהב
צָהֲבוּ,tsahavu,צהבו
פָּנָיו,panav,פניו
צְהֻבּוֹן,tsehubon,צהבון
צְהֻבִּים,tsehubim,צהבים
זֶה,ze,זה
לָזֶה,laze,לזה
צַהֶבֶת,tsa'hevet,צהבת
צַהֲלוּלִים,tsahalulim,צהלולים
צֹהַר,tsohar,צהר
צַהֲרוֹן,tsaharon,צהרון
צַו,tsav,צו
צוֹאָה,tzoa,צואה
צַוָּאָה,tsava'a,צואה
צַוָּאר,tzavar,צואר
צַוַּאר,tsavar,צואר
הַסְּקַרְיָה,haskaryah,הסקריה
צַוַּאר,tsavar,צואר
הָרֶחֶם,harekhem,הרחם
צַוָּארוֹן,tsavaron,צוארון
צַוָּארוֹן,tsavaron,צוארון
וָרֹד,varod,ורד
צַוָּארוֹן,tsavaron,צוארון
כָּחֹל,khakhol,כחל
צַוָּארוֹן,tavaron,צוארון
לָבָן,lavan,לבן
צוֹבֶּל,tsobel,צובל
צִוּוּי,tsivui,צווי
צוֹלֵל,tsolel,צולל
צוֹלְלָן,tsolelan,צוללן
צוֹלֶלֶת,tsolelet,צוללת
צוֹלֶלֶת,tsolelet,צוללת
אָטוֹמִית,atomit,אטומית
צוֹלֶלֶת,tsolelet,צוללת
גַּרְעִינִית,gar'init,גרעינית
צוֹם,tsom,צום
צוֹם,tsom,צום
גְּדַלְיָה,gdalya,גדליה
צוֹם,tsom,צום
הָעֲשִׂירִי,ha'asiri,העשירי
צוֹמֵחַ,tsomeach,צומח
צוּנָמִי,tsunami,צונמי
צוּף,tsuf,צוף
צוּפִית,tsufit,צופית
צוֹפָר,tsofar,צופר
צוּק,tsuk,צוק
צוֹק,tsok,צוק
צוֹר,tsor,צור
צוּר,tsur,צור
הַיַּרְכָּתַיִם,hayarkatayim,הירכתים
צוּר,tsur,צור
חַרְטוֹם,khartom,חרטום
צוֹרֵב,tzorev,צורב
צוֹרֵב,tsorev,צורב
צוּרָה,tsura,צורה
צוּרוֹן,tzuron,צורון
צוּרָן,tsuran,צורן
צוֹרֵף,tsoref,צורף
צוּרַת,tsurat,צורת
הַקְטָנָה,haktana,הקטנה
צֶוֶת,tsevet,צות
הַסְּפִינָה,hasfinah,הספינה
צֶוֶת,tsevet,צות
הִשְׁתַּלְּטוּת,hishtaltut,השתלטות
צַוְתָּאוּת,tzavtaut,צותאות
צֶזְיוּם,taszium,צזיום
צַח,tsakh,צח
צְחוֹק,tskhok,צחוק
צְחִיחַ,tskhi'akh,צחיח
צָחִיחַ,tsakhi'akh,צחיח
צַחֲנָה,tsakhana,צחנה
צִטוּט,tsitut,צטוט
צִי,tsi,צי
צִי,tsi,צי
דַּיִג,dayig,דיג
צִי,tsi,צי
הַבַּיִת,habayit,הבית
צִי,tsi,צי
הַיָּם,hayam,הים
הַפָּתוּחַ,hapatu'akh,הפתוח
צִי,tsi,צי
מִלּוּאִים,miluim,מלואים
צִי,tsi,צי
מִלְחָמָה,milkhama,מלחמה
צִי,tsi,צי
מִלְחָמְתִי,milkhamti,מלחמתי
צִי,tsi,צי
מִסְחָרִי,miskhari,מסחרי
צִי,tsi,צי
סוֹחֵר,sokher,סוחר
צִי,tsi,צי
סַחַר,sakhar,סחר
צַיָּד,tsayad,ציד
צַיִד,tsaid,ציד
צֵידָה,tseda,צידה
צַיֶּדֶת,tsayedet,צידת
אֳנִיּוֹת,oniyot,אניות
סוֹחֵר,sokher,סוחר
צַיֶּדֶת,tsayedet,צידת
לִוְיְתָנִים,livyetanim,לויתנים
צַיֶּדֶת,tsayedet,צידת
מוֹקְשִׁים,mokshim,מוקשים
צַיֶּדֶת,tsayedet,צידת
סְפִינוֹת,sfinot,ספינות
סוֹחֵר,sokher,סוחר
צִיָּה,tzi'ya,ציה
צִיּוּד,tsiyud,ציוד
הֶקֵּפִי,hekefi,הקפי
צִיוִילִיזַצְיָה,tsivilizatsya,ציויליזציה
צִיּוּן,tsiyun,ציון
צִיּוֹן,tsiyon,ציון
צִיּוֹנוּת,tsiyonut,ציונות
צִיּוֹנִי,tsiyoni,ציוני
צִיּוֹנִי,tsiyoni,ציוני
צִיּוּת,tziyut,ציות
צִיטוֹלוֹגְיָה,tsitologya,ציטולוגיה
צִיטוֹפְּלַזְמָה,tsitoplazma,ציטופלזמה
צִילִינְדֶּר,tsilinder,צילינדר
צִילִינְדֵּר,zilinder,צילינדר
פְּנֵאוּמָטִי,pneumati,פנאומטי
צִימֶר,tsimer,צימר
צִינְגָּלֶה,tsingale,צינגלה
צִינוֹק,tsinok,צינוק
צִנּוֹר,tsinor,צינור
פְּלִיטָה,plita,פליטה
צִינִיּוּת,tsiniyut,ציניות
צִינִיקָן,tsinikan,ציניקן
צִיסְטוֹסְקוֹפּ,tsistoskop,ציסטוסקופ
צִיץ,tzitz,ציץ
צִיצִית,tsitsit,ציצית
צִיצִית,tsitsit,ציצית
רֹאשׁ,rosh,ראש
צִיקְלוֹן,tsiklon,ציקלון
צִיר,tsir,ציר
צִיר,tsir,ציר
צִיר,tsirim,ציר
צִיר,tsir,ציר
צַיָּר,tsa'yar,ציר
צִיר,tsir,ציר
סִיבוּב,sivuv,סיבוב
צִירוּת,tsirut,צירות
צִיתָר,tsitar,ציתר
צֵל,tsel,צל
צְלָב,tslav,צלב
צַלְבָן,tsalvan,צלבן
צָלְבָנִית,tsalvanit,צלבנית
צָלְבָנִית,tsalvanit,צלבנית
כְּבֵדָה,kvedah,כבדה
צָלְבָנִית,tsalvanit,צלבנית
קַלָּה,kalah,קלה
צְלוֹחִית,tslohit,צלוחית
צָלוּל,tsalul,צלול
צֶלוּלִיט,tselolit,צלוליט
צֶלוּלִיטִיס,tselulitis,צלוליטיס
צִלּוּם,tsilum,צלום
רֶנְטְגֶּן,rentgen,רנטגן
צֶלוֹפָן,tselofan,צלופן
צֶלְזְיוּס,tselzius,צלזיוס
צַלַּחַת,tsalakhat,צלחת
צַלַּחַת,tsalakhat,צלחת
מְעוֹפֶפֶת,me'ofefet,מעופפת
צָלִי,tsali,צלי
צֶלְיָאק,tselyak,צליאק
צְלִיָּה,tzliya,צליה
צְלִיחָה,tsliha,צליחה
צְלִיל,tslil,צליל
צְלִיל,tslil,צליל
צְלִיפָה,tslifa,צליפה
צֶלֶם,tselem,צלם
צַלָּם,tsalam,צלם
צַלְמָוֶת,tsalmavet,צלמות
צַלְמִית,tzalmit,צלמית
צֶלַע,tsela',צלע
צֹּלַע,tsolea',צלע
צַלְעִית,tsal'it,צלעית
צַלְעִית,tsal'it,צלעית
עֶלְיוֹנָה,'elyonah,עליונה
צַלְעִית,tsal'it,צלעית
תַּחְתוֹנָה,takhtonah,תחתונה
צָלָף,tsalaf,צלף
צַלָּף,tsalaf,צלף
צִלְצָל,tsiltsal,צלצל
צַלְצְלָן,tsaltselan,צלצלן
צְלָצָלָן,tslatsalan,צלצלן
צַלֶּקֶת,tsaleket,צלקת
צָמֵא,tsame,צמא
צָמָא,tsama,צמא
צִמָּאוֹן,tsimaon,צמאון
צַמָּד,tsamad,צמד
צֶמֶד,tsemed,צמד
צִמְדָּה,tsimda,צמדה
צְמֻדָּה,tsmoda,צמדה
צַמָּה,tsama,צמה
צָמוּק,tsamuk,צמוק
צִמּוּק,tsimuk,צמוק
צִמּוּק,tsimuk,צמוק
צֶמַח,tsemakh,צמח
צֶמַח,tsemakh,צמח
טוֹרֵף,toref,טורף
צֶמַח,tsemakh,צמח
מַרְפֵּא,marpe,מרפא
צִמְחוֹנוּת,tsimkhonut,צמחונות
צִמְחוֹנִי,tsimkhoni,צמחוני
צְמִיגוּת,tsmigut,צמיגות
צָמִיד,tsamid,צמיד
צָמִית,tsamit,צמית
צֶמֶנְט,tsement,צמנט
צֶמֶר,tsemer,צמר
צַמָּר,tsamar,צמר
צֶמֶר,tsemer,צמר
גֶּפֶן,gefen,גפן
צֶמֶר,tsemer,צמר
גֶּפֶן,gefen,גפן
מָתוֹק,matok,מתוק
צַמְרוֹן,tsamron,צמרון
צַמְרִירִי,tsamriri,צמרירי
צְמַרְמֹרֶת,tsmarmoret,צמרמרת
צַמֶּרֶת,tzameret,צמרת
צֶמֶת,tsemet,צמת
צֹמֶת,tsomet,צמת
צִנָּה,tzina,צנה
צִנָּה,tzina,צנה
צִנָּה,tzina,צנה
צֹנֶה,tzone,צנה
צִנָּה,tsinah,צנה
צִנָּה,tzina,צנה
צָנוּן,tsanun,צנון
צִנּוּן,tsinun,צנון
צְנוֹן,tsnon,צנון
צְנוֹן,tsnon,צנון
וָרֶתַח,varetakh,ורתח
צְנוֹנִית,tznonit,צנונית
צִנּוֹר,tsinor,צנור
צִנּוֹר,tsinor,צנור
הַזֶּרַע,hazera,הזרע
צִנּוֹר,tsinor,צנור
עוֹרְקִי,orki,עורקי
צְנִיחָה,tsnikha,צניחה
חָפְשִׁית,khofshit,חפשית
צְנִים,tsnim,צנים
צְנִיעוּת,tsni'ut,צניעות
צְנִיר,tsnir,צניר
צִנְעָה,tsin'a,צנעה
צְנֵפָה,tsnefa,צנפה
צְנָפָה,tsnafa,צנפה
צִנְצֶנֶת,tsintsenet,צנצנת
צִנְרוּר,tsinrur,צנרור
צַנְרָן,tsanran,צנרן
צַנֶּרֶת,tsaneret,צנרת
צִנְתּוּר,tsintur,צנתור
צָעִיף,tsa'if,צעיף
צָעִיר,tsa'ir,צעיר
צַעֲצוּעַ,tsa'tsua',צעצוע
צָעַק,tsa'ak,צעק
חַי,khai,חי
וְקַיָּם,vekayam,וקים
צַעַר,tsaar,צער
צַעַר,tsaar,צער
בַּעֲלֵי,baaley,בעלי
חַיִּים,khayim,חיים
צַפֶּדֶת,tsapedet,צפדת
צִפּוּי,tsipui,צפוי
בְּפַחֵי,befakhey,בפחי
נְחֹשֶׁת,nekhoshet,נחשת
צִפּוּי,tsipuy,צפוי
חָלָק,khalak,חלק
צִפּוּי,tsipuy,צפוי
מְרֹעָף,mero'af,מרעף
צָפוּן,tsafun,צפון
צָפוֹן,tsafon,צפון
צָפוּף,tzafuf,צפוף
צִפּוֹר,tsipor,צפור
צַפַּחַת,tsapakhat,צפחת
אֲבַק,avak,אבק
שְׂרֵפָה,srefah,שרפה
צְפִיָּה,tsfiya,צפיה
צִפִּיָּה,tsipiya,צפיה
צַפִּיחִית,tsapikhit,צפיחית
בִּדְבַשׁ,bedvash,בדבש
צְפִיפוּת,tzfifut,צפיפות
צָפִיר,tsafir,צפיר
צְפִירוֹר,tsfiror,צפירור
צִפִּית,tsipit,צפית
צֶפֶּלִין,tsepelin,צפלין
צֶפַע,tsefa',צפע
צִפְעוֹנִי,tzif'oni,צפעוני
צַפָּרוּת,tsaparut,צפרות
צַפְרִיר,tzafrir,צפריר
צִפֹּרֶן,tsiporen,צפרן
צִפֹּרֶן,tsiporen,צפרן
חוֹגֶרֶת,khogeret,חוגרת
צִפֹּרֶן,tsiporen,צפרן
חוֹדְרָנִית,khodranit,חודרנית
צִפָּרְנֵי,tsipornei,צפרני
חָתוּל,khatul,חתול
צְפַת,tzfat,צפת
צֶפֶת,tsefet,צפת
צֶפֶת,tsefet,צפת
הַיַּרְכָּתַיִם,hayarkatayim,הירכתים
צִקְלוֹן,tsiklon,צקלון
צֹר,tsor,צר
צַר,tsar,צר
צֹר,tsor,צר
אֲחוֹרִי,akhori,אחורי
צַר,tsar,צר
עַיִן,ayin,עין
צֹר,tsor,צר
קִדְמִי,kidmi,קדמי
צְרֵדָה,tsreda,צרדה
צָרָה,tsara,צרה
צָרוּד,tsarud,צרוד
צְרוּכָה,tsrucha,צרוכה
צָרוּר,tsarur,צרור
צְרוֹר,tsror,צרור
צָרוּת,tsarut,צרות
עַיִן,ayin,עין
צֳרִי,tzori,צרי
צְרִיבָה,tsriva,צריבה
צֶרְיוּם,'tsaryom,צריום
צְרִיחַ,tsriakh,צריח
נִהוּג,nihug,נהוג
צְרִיחַ,tsriakh,צריח
נְחִיָּה,nekhiyah,נחיה
צְרִיחָה,tzrikha,צריחה
צָרִיךְ,tzarikh,צריך
צְרִיכָה,tsri''khah'',צריכה
צְרִיף,tsrif,צריף
צְרִיר,tsrir,צריר
צׂרֶךְ,tsorech,צרך
צְרָכִים,tsrakim,צרכים
צַרְכָן,tsarkhan,צרכן
צַרְכָנִיָּה,tsarkhaniya,צרכניה
צֹרָן,tsoran,צרן
צָרַעַת,tsara'at,צרעת
צָרְפוֹקַאִי,tsarfoka'i,צרפוקאי
צָרְפַת,tsarfat,צרפת
צָרְפָתִי,tsarfati,צרפתי
צָרְפָתִית,tsarfatit,צרפתית
צְרָצַר,tsratsar,צרצר
קָאקָאפּוֹ,kakapo,קאקאפו
קַב,kav,קב
קַב,kav,קב
קַב,kav,קב
וְנָקִי,venaki,ונקי
קֻבָּה,kuba,קבה
קֵבָה,keva,קבה
קָבוּעַ,kavua,קבוע
פִיזִיקָלִי,fizikali,פיזיקלי
קָבוּעַ,kavua,קבוע
קֶסֶם,kesem,קסם
קִבּוּץ,kibuts,קבוץ
קְבוּצָה,kvutsa,קבוצה
קְבוּצָה,kvutsa,קבוצה
אֶתְנִית,etnit,אתנית
קְבוּצָה,kvutsa,קבוצה
חֶבְרָתִית,khevratit,חברתית
קְבוּצָה,kvutsa,קבוצה
סְדוּרָה,sdura,סדורה
חֶלְקִית,khelkit,חלקית
קְבוּצָה,kvutsa,קבוצה
סוֹפִית,sofit,סופית
קִבּוּצִי,kibutsi,קבוצי
קְבוּצַת,kvutsat,קבוצת
גִּיל,gil,גיל
קְבוּצַת,kvotsat,קבוצת
דִּיּוּן,diuon,דיון
קְבוּרָה,kvura,קבורה
קֻבִּיָּה,kubiya,קביה
קֻבִּיָּה,kubiya,קביה
הוּנְגָּרִית,hungarit,הונגרית
קֻבִּיזְם,cubizm,קביזם
קַבִּינָה,kabinah,קבינה
קֻבִּיַּת,kubiyat,קבית
מִשְׂחָק,miskhak,משחק
קֻבִּיַּת,kubiyat,קבית
קֶרַח,kerakh,קרח
קַבָּל,kabal,קבל
קָבָל,kaval,קבל
קֹבֶל,kovel,קבל
קַבָּלָה,kabala,קבלה
קַבְּלָן,kablan,קבלן
קֻבְלָנָה,kuvlana,קבלנה
קַבָּנוֹס,kabanos,קבנוס
קִבָּעוֹן,kibaon,קבעון
קֻבַּעַת,kubaat,קבעת
קֶבֶר,kever,קבר
קַבְּרִיוֹלֶה,kabriyole,קבריולה
קַבְּרָן,kabran,קברן
קִבֹּרֶת,kiboret,קברת
קִדָּה,kida,קדה
קִדּוּחַ,keedoohkh,קדוח
קָדוּם,kadum,קדום
קְדוֹרַנִּית,kdoranit,קדורנית
קָדוֹשׁ,kadosh,קדוש
קִדּוּשׁ,kidush,קדוש
קָדוֹשׁ,kadosh,קדוש
קֶדַח,'kedakh,קדח
קֶדַח,kedakh,קדח
הַקָּנֶה,hakane,הקנה
קְדִימוֹן,kdimon,קדימון
קַדִּישׁ,kadish,קדיש
קְדָל,kdal,קדל
קְדָל,kdal,קדל
חֲזִיר,khazir,חזיר
קֶדֶם,kedem,קדם
קְדַם,kdam,קדם
דְּרֶדְנוֹט,drednot,דרדנוט
קְדַם,kdam,קדם
כּוֹכָב,kokhav,כוכב
קַדְמָה,kadma,קדמה
קַדְמְיוּם,kadmium,קדמיום
קַדְמַת,kadmat,קדמת
הַגּוּף,haguf,הגוף
קִדֹּמֶת,kidomet,קדמת
טֶלֶפוֹן,telefon,טלפון
קָדֶנְצְיָה,kadentsia,קדנציה
קָדְקוֹד,kodkod,קדקוד
קִדְקוּד,kidkud,קדקוד
קַדָּר,kadar,קדר
קֵדָר,kedar,קדר
קְדֵרָה,kdera,קדרה
קַדָּרוּת,kadarut,קדרות
קָדֵשׁ,kadesh,קדש
קֹדֶש,kodesh,קדש
קָדֵשׁ,kadash,קדש
קֵהֶה,ke'he,קהה
קִהָיוֹן,kihayon,קהיון
קָהָל,kahal,קהל
קַו,kav,קו
קַו,kav,קו
הַמַּיִם,hamayim,המים
קַו,kav,קו
הַמַּשְׁוֶה,hamashve,המשוה
קַו,kav,קו
הָעֹנִי,haoni,העני
קַו,kav,קו
הַפְסָקַת,hafsakat,הפסקת
אֵשׁ,esh,אש
קַו,kav,קו
זֶרֶם,zerem,זרם
קַו,kav,קו
טְעִינָה,te'inah,טעינה
קַו,kav,קו
רֹחַב,rokhav,רחב
קוֹאוֹפֶּרָטִיב,ko'oprativ,קואופרטיב
קוֹאָלָה,koala,קואלה
קוֹאָלִיצְיָה,coalitsya,קואליציה
קוֹאֶנְזִים,koenzim,קואנזים
קוּבָּה,kuba,קובה
קוּבֶּה,koobe,קובה
קוֹבַּלְט,kobalt,קובלט
קוֹבְלָנָה,kovlana,קובלנה
פְּלִילִית,plilit,פלילית
קוֹג,kog,קוג
קוּגֶל,kugel,קוגל
קוֹגְנִיטִיבִי,kognitivi,קוגניטיבי
קוֹד,kod,קוד
אֶתִי,eti,אתי
קוֹד,kod,קוד
מָקוֹר,makor,מקור
קוֹד,kod,קוד
סְפָּגֶטִי,spage''tti,ספגטי
קוֹד,kod,קוד
פָּתוּח,patuakh,פתוח
קוֹדְמָן,kodman,קודמן
קוֹדָן,kodan,קודן
קוֹדֶקְס,kodeks,קודקס
קְוַדְרִילְיוֹן,kevadrilyon,קודריליון
קוֹהֶרֶנְטִי,koherenti,קוהרנטי
קוֹהֶרֶנְטִיּוּת,koharentiyut,קוהרנטיות
קוֹהֶרֶנְטִיּוּת,koharentiyut,קוהרנטיות
זְמַנִּית,zmanit,זמנית
קוֹהֶרֶנְטִיּוּת,koharentiyut,קוהרנטיות
מֶרְחָבִית,merkhavit,מרחבית
קְוָזָר,kvazar,קוזר
קוֹטַנְגֶּנְס,kotangens'',קוטנגנס
קוּטֶר,kuter,קוטר
קַוְיָאר,kavyar,קויאר
קְוִיטְל,kvitl,קויטל
קַוִּית,kavit,קוית
קוֹל,kol,קול
קוֹלֵגָה,kolega,קולגה
קוֹלָה,kola,קולה
קוֹלוֹן,kolon,קולון
קוֹלוֹן,ko'lon,קולון
קוֹלוֹנָה,kolona,קולונה
קוֹלוֹפוֹן,kolofon,קולופון
קוֹלוֹרָטוּרָה,kolortura,קולורטורה
קוֹלְחוֹז,kolkhoz,קולחוז
קוֹלְטָן,koltan,קולטן
אַזְעָקָה,azaka,אזעקה
קוּלִי,kuly,קולי
קוֹלִי,koli,קולי
קוּלִינָרְיָה,kulinarya,קולינריה
קוּלִית,kulit,קולית
קוֹלְנוֹעַ,kolnoa,קולנוע
קוֹלֶקְטִיב,kolektiv,קולקטיב
קוֹלֶקְטִיבִיזְם,kolektivizem,קולקטיביזם
קוֹלָר,kolar,קולר
קוּלֶר,kuler,קולר
קוֹמְבִּינָה,kombina,קומבינה
קוֹמְבִּינָטוֹרִ,kombinator,קומבינטור
קוֹמְבִּינָטוֹרִיקָה,kombinatorika,קומבינטוריקה
קוֹמֶדְיָה,komedya,קומדיה
קוֹמֶדְיָה,komedya,קומדיה
אֲפֵלָה,afela,אפלה
קוֹמֶדְיָה,komedya,קומדיה
שְׁחֹרָה,shkhora,שחרה
קוֹמָה,koma,קומה
קוֹמָה,koma,קומה
קוֹמוּנָה,komuna,קומונה
קוֹמוּנִיקַצְיָה,komunikatsya,קומוניקציה
קוֹמוּנָר,komunar,קומונר
קוֹמוֹרְבִּידיוּת,komorbidiut,קומורבידיות
קוּמְזִיץ,kumzitz,קומזיץ
קוֹמִיסָר,komisar,קומיסר
קוֹמִיקַאי,komikai,קומיקאי
קוֹמִיקְס,komiks,קומיקס
קוֹמְמִיּוּת,komemiyut,קוממיות
קוֹמְמִיּוּת,komemiyut,קוממיות
קוֹמֶנְסָלִיזְם,komansalizem,קומנסליזם
קוֹמְפּוֹזִיצְיָה,kompozitsya,קומפוזיציה
קוֹמְפּוֹט,kompot,קומפוט
קוֹמְפּוֹסְט,kompost,קומפוסט
קוֹמְפַּקְטִי,kompakti,קומפקטי
קוּמְקוּם,kumkum,קומקום
קוּמְקוּם,kumkum,קומקום
חַשְׁמַלִּי,khashmali,חשמלי
קוֹנְבֶנְצְיָה,konventsya,קונבנציה
קוּנְג,kong,קונג
פוּ,fu,פו
קוֹנְדּוֹם,kondom,קונדום
קוֹנְדִיטוֹר,konditor,קונדיטור
קוֹנְדִילוֹמָה,kondiloma,קונדילומה
קוֹנֶה,kone,קונה
עוֹלָמוֹ,olamo,עולמו
בְּשָׁעָה,besha'ah,בשעה
אַחַת,akhat,אחת
קַוְנוֹעַ,kavnoa,קונוע
קְוַנְט,kvant,קונט
קוֹנְטֶינֶר,konteyner,קונטינר
קוֹנְטֶמִינֶצְיָה,konteminatsya,קונטמינציה
קוֹנְטְרָבָּס,'contrabass,קונטרבס
קוֹנְטְרֵס,kontres,קונטרס
קוֹנְיוּנְקְצִיָּה,konyuktsyah,קוניונקציה
קוֹנְכִיָּה,konkhiya,קונכיה
קוֹנְכִית,konkhit,קונכית
קוֹנְסוּל,konsul,קונסול
קוֹנְסוּל,konsul,קונסול
כָּבוֹד,kavod,כבוד
קוֹנְסוֹלִידַצְיָה,konsolidatsya,קונסולידציה
קוֹנְסוּלְיָה,konsulya,קונסוליה
קוֹנְסוֹנַנְס,konsonans,קונסוננס
קוֹנְסִיסְטוֹרְיָה,konsistorya,קונסיסטוריה
קוֹנְסְפִּירַצְיָה,konspiratsia,קונספירציה
קוֹנְסֶפְּצְיָה,konseptsya,קונספציה
קוֹנְפֶדֶרַצְיָה,konfederatsya,קונפדרציה
קוּנֵפָה,kunefa,קונפה
קוֹנְפוֹרְמִיּוּת,konformiyut,קונפורמיות
קוֹנְפוֹרְמִיסְט,konformist,קונפורמיסט
קוֹנְפֶטִי,konfti,קונפטי
קוֹנְפְלִיקְט,konflikt,קונפליקט
קוּנְץ,kunts,קונץ
קוֹנְצֶ'רְטוֹ,koncherto,קונצ'רטו
קוֹנְצֶנְזוּס,kontsenzus,קונצנזוס
קוֹנְצֶנְזוּס,kontsenzus,קונצנזוס
